x y
455.50279574284957 -128.63293014059332
-226.55772043804714 -12.086990654366888
-73.39948018668282 -90.74503382455288
240.70092044051563 220.80553663514252
-453.9905948872015 -815.4105214193639
-99.75351756675288 -84.55007060443329
153.69304454675603 -384.44571206419323
-106.50325598895915 146.85813492563614
440.34448422146875 428.1376258747852
-89.49649266273298 233.82710162157372
12.923580524244523 440.8718691434202
48.759446840405275 107.08678800642848
376.4617322023311 -615.4822733832901
-238.32546193967394 350.6868048627474
120.1263330504089 -164.203511075301
14.462183365871905 -471.4664976851656
179.6515798622029 -101.00992684844009
147.11849141667088 240.28862651143794
-334.00383768705296 -432.1173874786329
-399.70548626421277 -53.71543054641169
-726.5011400687076 16.575150130077667
21.844491388799202 532.8900297386592
-499.2148612486069 49.78502101223044
262.56615597232843 175.98388181508034
-645.1965413581868 86.875736227802
178.56609944880194 -56.133477301882934
643.3373851581149 195.06252885032802
165.51753998697174 -171.40333018734256
222.7379107070123 -231.13364753640684
613.517564945541 -265.52475949633765
89.21361103548828 -214.16419707088406
74.38190585721337 -56.47035866609879
140.86232802438715 218.19173319914879
371.03320299863555 -31.956801064960626
-132.87775655692616 386.21043468603926
-321.7017745715801 251.27355478855807
-430.0156178533512 -67.48633224088424
162.10888660822485 -510.63373050900697
439.11830129788405 138.77502452824152
90.10806772859578 -279.4514560211335
172.19801877652992 42.317518983566
-186.75288109821835 -21.498521391619285
287.01786071717225 175.19228916891757
192.99255523458996 -283.86130071332605
-462.820096838344 34.78137845885198
21.514647966827926 122.82178923586447
45.53527456184028 69.9352474372566
-18.438580815724922 171.67799430657809
-351.1170868226999 177.1141732934761
-37.02631424351313 420.79077904308645
-192.4437270660853 377.29257866032
-227.56925790000508 257.97056260991906
-557.3404277956067 264.4759705352646
-318.1269589773238 -550.9297525539517
485.02739306929726 119.5775482410894
-100.53585892531517 -222.8205652557642
-142.2361709222946 297.4086387518594
-387.356880569326 219.89279248571924
-41.94963950587927 36.62677816186944
-312.58357688173817 243.79685891073314
91.11836198263757 514.0907260696895
-614.5393362121845 244.74845209391088
-72.14039901251321 241.9769726436039
408.6712715161992 295.82720360591964
-336.02560091825103 175.38639330073872
-82.13240731822994 37.72936084580891
-584.137358086726 -414.23086663032393
-145.6948459539419 626.9680082829626
-184.1933271932471 6.128723772084401
-404.92671940381825 55.15419349514855
336.5078299595441 -358.372011709776
24.789627482083215 815.2405037281969
306.83973712803686 -124.92798809417734
-383.40738124089285 66.3498997318305
-539.2458363348927 -15.092467163205196
69.62089559938964 131.25378569030542
64.89176596561754 31.96374178184044
446.84791020741784 14.149249554050762
78.12760060147461 110.45580800346535
453.3726968076615 191.27437133234847
-35.818670351425425 356.93955376019244
-598.5530710770093 127.73591930991437
16.897842156773105 622.379555962566
-364.1555691876396 605.1680017376701
222.38433378892145 -348.09660549076193
-137.40955318174667 -232.04281473108455
593.2316873476132 -196.79490681833872
-224.0045783632187 295.86639497266884
344.13353377714714 67.72191800389653
81.97862918332986 -283.8473145986201
292.195777973961 -670.3206140091967
-21.891293939703683 103.11493556819269
85.91909958099303 -92.03681742597773
-148.15091029939416 191.2965146365023
398.7612292765917 -145.13616336622482
-38.81391160163498 -131.0823446258832
180.56446058984795 299.58279794076475
134.98756635404487 -437.2824748715564
149.15365827108562 105.88039150614755
-212.61099600274554 -367.8354208288219
75.97985426419923 266.0266256264129
-661.380749452422 -606.7585671712999
43.503168367327135 69.08763400913425
547.0785481717315 147.2408040968372
71.29440971604426 -326.7979804669942
-66.07101312390223 173.8612707917751
-30.8645323764276 -177.52071926144993
863.1489032479436 -184.86926115060132
154.29545448290705 122.05428171262733
771.836368571372 -733.3830062893853
-96.23140533172598 111.64970596289383
367.7258775226249 50.26609794974038
-152.67671966662735 173.06066959504366
-233.94684808320835 -317.0853288418396
-299.01570999092354 618.4612719212647
-227.41368749736435 -73.31875109782443
132.78729251246696 -491.54291561508774
344.73007401211913 121.0142762617013
454.9616111916088 -170.9533440114412
49.348245734085054 -323.7948992826747
170.53252435482378 -223.06268851196796
-74.69961322552538 -581.0852201634368
43.067430428401124 217.88905587883497
-149.5017169358975 -432.1069086753712
-86.23502167937627 -325.1781042120693
447.6478224682187 321.87781362309886
-363.9163605069717 468.5085134391997
1.1679010036773252 -548.1543258293109
346.2338680075065 184.15021458125383
-555.4514136120464 331.1740187794131
-24.624669905199013 -245.36101501751176
-600.3903530409941 293.6021802894166
-524.7575772038643 -146.37918774198448
158.14612782036627 -339.0723231002196
384.72249837982184 442.1601173805409
-604.4555761543601 93.85865215414873
30.840069901257426 278.68136981727423
-113.3516418993098 -850.2977257989722
214.9135128522842 622.3002049888876
-585.4357163857198 -329.7929570635046
-398.5118541298226 -144.33089269521707
184.4030431029813 105.79791515292602
-303.85590002670205 183.04569314542698
-363.9827447136918 -258.8130941566444
-802.9001677889913 27.68631190329352
-99.73568560644654 -303.7589140078361
373.45428962659736 571.9887646247163
81.80602914159772 721.1863633757426
-640.7392508880467 327.6867531406856
-315.08643410176336 205.68967949035186
132.97028798424978 -398.3365897883575
304.1912184632791 -140.9427066990623
352.0161667263608 -96.05474866543962
249.11422439562685 270.734410233084
63.76466805288172 -286.96153178470536
324.631505848216 403.0901621116734
-233.580849315481 -390.7988895361806
413.5743924774467 -539.6149872952788
201.1992204069242 -352.74580632522645
-116.79495192002244 -220.90487201926922
-220.15520424219665 -437.5319064039351
-325.98309479305647 147.17205687664844
182.48520035819172 145.03085427879077
381.40957139918953 -1019.8218851406567
-522.3630272818193 -459.31799756650577
177.48889098989648 256.6945659810372
-26.064306018318593 69.92799230280913
-667.7444640459972 -210.4734673486869
-90.15612014576881 -190.30246950760244
472.18537208893395 -301.23871533189026
-464.9777384624688 -886.6642550992264
-149.01960472987324 -5.979347426638159
-143.738290317491 -126.95327845170871
150.01295226606263 -467.50435848391027
-293.4520287408709 163.024610837363
164.26882832645447 -595.5053320145562
-372.08629546268065 -167.66579465922354
-382.02960361718476 -251.58108162542385
-703.498223474197 291.63843054690557
-242.484322380638 329.25275710323785
712.6021315690003 58.01786674645918
335.26095854515205 -212.1011442160212
387.2786605918006 -449.97515255583767
-303.38857216811346 -135.29568761348145
-303.9127095802038 -275.23313779122486
-755.8792428430263 -349.3542562103274
324.294151943881 -283.4214364974451
146.7533201321544 98.10768968065709
-275.01612171680637 -128.15964796544299
196.50819877625196 -730.208551287245
-149.01580652966743 570.636916468265
-4.802622812771909 459.3317053966887
174.88204220276342 295.0856813060748
-212.05170466553082 -275.729209310692
22.48698624991654 -344.6054874199649
224.86898577019144 -527.2973107029662
-79.85010198356905 119.79497237810808
-478.5550407877183 -21.585011371492694
-77.31062739570457 98.00234170495622
211.40778894491092 258.82358997262696
96.99362868729312 -222.21434244673492
-170.25440262747716 -214.31261485400842
-140.25008258955876 41.45831419226822
321.7885276834706 447.64390934834853
-622.5613226487171 -336.25700300344187
-1007.7222048253395 339.48676078316356
354.25766072652226 -824.8817852817912
-16.038818213177763 -460.966941532569
-456.1221524818031 16.465499144196876
481.3980303011379 -612.8270895401281
160.01209678184185 159.39354083020186
35.9787353562331 -846.58323395125
-32.04835825096869 -676.7431647127609
-106.05681490681161 18.015106051251028
136.8365252404737 -381.53795896621216
-635.3341172034793 -136.64040372630237
160.06867300682057 231.67377321037392
-38.37589590432106 313.6735828738427
202.27328187688906 258.8551020558455
-47.84879869769239 -375.99889500694826
46.75149437568625 -591.6401708177555
32.6487043469117 -261.85338263220115
12.929488899460965 178.87423950418417
-244.03401059451423 194.4259073856448
-385.8087794656342 -605.6355498096655
-310.2503259960643 -295.4795864922711
742.0467769785009 -46.39336056901884
-345.24140188300674 58.00046725273055
-208.08310813826705 142.16871697157663
1004.4652523604555 26.133077298273946
-764.4956460904268 -26.68110271411995
-116.94125265611977 124.58265772039113
-171.63313233520893 382.4975243296246
56.465661904242225 49.22438022724282
311.41744503664376 -297.6479351331457
-685.365665822934 -663.5817907743217
444.12932749429314 530.4224919189638
-115.09264666503884 -383.8450407367896
-13.058974345198514 -222.82155680873248
-359.42480721421884 132.62922340978864
512.9077840959484 266.6961914730052
-223.1804516702679 -229.14316971354808
91.60648918041056 443.0294495457303
87.54075581859081 85.52870705643373
-17.492451000292593 -322.4243651524257
551.5711637857789 -496.3119000332027
134.2257432930733 -158.6314932109054
219.23505785127674 -37.98959658518474
117.0050703780652 -97.85448557142314
-439.6649393997915 -196.3295906721986
383.2183049465277 -239.6693058403195
-168.23198779847942 264.0192245622828
-663.5315136384806 -494.2901389377824
-54.67103780544971 -570.9312036234867
186.84631003658612 442.9961840822108
392.4828553742367 -557.7978104309753
-252.06596995180755 475.98666442561955
-90.36100284269982 297.31591855250235
-352.45218933083703 124.48330155803653
-370.43315397009127 -91.04090105067688
214.8104199894451 76.80824479584628
-330.6954468167955 -132.92156038857442
-448.04748508136123 -584.2517627452661
172.58882393432933 166.57223312295162
592.8187958826517 232.11267767195278
-229.6809979510689 380.98685872572446
-386.0764931142516 -58.4759117786035
341.3017527159695 -386.2633162061658
166.730540568834 -321.4757465827444
-514.420050261183 -60.376660311828225
542.3708559754091 -317.39702419441903
358.52715400094877 -351.9398146194921
377.8376216562518 -745.7863940958991
50.13439394229452 61.734665015339615
-53.61710872767638 169.84161571966877
43.25448087198376 -403.1863471532135
22.7290806871874 446.1653302235733
202.09894390622497 409.9720220241613
-340.1605171218274 -95.31733962631277
26.336436528921404 -606.8817225974045
98.20020285152852 202.49072256168765
-131.46818183721524 70.37000384319683
627.9459521456715 -29.987120906230842
88.43513508800407 -182.9992860199503
-589.893043931839 -62.544068242966986
-432.7083990439505 -36.25312336279378
559.0386190731638 -318.67644732745225
-758.752018525806 117.98650298767241
96.81216068261259 81.0542269390652
83.14865592919801 395.074582016076
363.6085495860649 -26.990065447649165
-362.27476150337003 479.2964030747782
-506.9834795551602 460.530559835954
123.65471695459136 -286.7448848083076
-26.433536565996377 -523.0853123273517
613.2164333325518 15.497191490159397
-59.76672839807174 -458.3433295109727
-401.4800703569691 -512.3265711185658
301.2621911706173 -27.130915101264982
109.45121056553444 -1.8323300281450097
890.5081091157682 -67.31754538825732
259.19445243988764 -169.82767272553662
-86.19047011364228 -22.538153348671443
-293.16290122038265 329.6073624768144
151.20963059949807 -234.5690713694405
-62.90477877286764 85.84969347874492
93.45703496133642 587.401521483358
-555.5805102916004 27.459059364042805
-831.7580262712845 510.37244631893446
-214.26575040792812 277.5127735314468
13.778210246795222 165.04564057352897
-129.70162113256063 -316.8188055480095
189.33974696366187 101.0508056149175
269.97677556093015 368.42831261396793
201.93923320689774 187.7454408451962
102.48589397149188 -246.13810845403435
52.169914703718554 -156.0269326092224
-261.64348464411296 166.7803512972189
-546.3576864463462 -3.9245634507090266
-305.08948350264365 165.38433750491808
-197.49081141578463 123.17639846371485
139.37387228339517 167.95464504840677
-420.10719411234163 -159.64450079373333
-84.92738783565727 352.08057613173384
-187.72447890097513 -621.5557095057447
263.1970224830839 298.82424393781355
149.9527852256672 324.3579950558334
459.1328133238924 339.40432826125567
438.66478618474923 -507.3325342598956
-323.0445111226324 -332.15660863702715
251.52461915829412 175.33841357589938
-170.48945191256297 387.69938439600867
-733.8757987201237 517.7870985192735
193.4144866578374 -222.9342046180664
-844.1213502497607 -125.76900333176046
-197.01126770438486 -99.2812842674706
221.68879158633558 -217.3319908548772
233.7127152092721 319.67025059773823
-67.25482593658799 66.37627855734831
242.902042533892 -87.50837035378397
-499.61090855285204 19.98327715122
201.56802182424494 461.9993583557197
532.0506197032688 105.33278392908409
302.39034393291695 -467.351346091917
-442.10582432172293 109.1403087782077
153.6876323565243 -23.935667914695742
88.45463134237141 88.69880803547107
-9.677806010632608 -357.9860945688721
-123.1492157498076 44.186561171012144
-372.3524711535803 203.47809055310296
303.5263192859136 228.81954166908355
-653.6013697547005 450.40030227987984
-202.9401036963962 574.8329005301385
-387.4298910201736 -612.7414084643922
242.15802250505084 297.7412725625965
-5.136840329796995 -288.69671727749113
-98.05716147966078 -26.617573865743616
163.36221560385437 -241.1997285381388
443.4614776086239 -370.465324943528
-215.15161158737072 124.97588271695521
339.9112348348715 61.91780814071841
1220.5858892467872 -196.74143043843137
143.03281597520467 217.61421093889788
292.27395955681953 440.0389524428757
-234.70797448429553 402.3467237660358
535.6004342396026 -782.1260978684224
-305.60266568074366 -121.11163324073863
412.9729815805553 459.55605686012973
-460.45130554487946 -144.26441241137914
466.0534765719668 -226.776910589519
294.2551530629629 -497.77107458955646
1098.7631170308034 -590.8376270925633
-58.3510846292957 400.99224772353796
-401.8319507948112 384.4200986894244
-471.1945179637302 -242.91826343174432
-172.8355765130136 -248.95290741462082
-458.12585974624403 129.50919897869386
169.5539462476062 107.13075629905501
-148.03530968391323 -242.88879503597414
344.62364143097795 -364.84771735950585
